"spec","mechanism","n","b","method","truth","est","observed_fraction"
"anchor_moderate","anchor",4000,68,"fiml",0.666931633438082,0.682892336250982,0.7961875
"anchor_moderate","anchor",4000,69,"fiml",0.666931633438082,0.667550078860693,0.7956875
"anchor_moderate","anchor",4000,70,"fiml",0.666931633438082,0.653249843511307,0.7903125
"anchor_moderate","anchor",4000,71,"fiml",0.666931633438082,0.668232921558735,0.7940625
"anchor_moderate","anchor",4000,72,"fiml",0.666931633438082,0.667599432604623,0.7905
"anchor_moderate","anchor",4000,73,"fiml",0.666931633438082,0.681344428719795,0.7925
"anchor_moderate","anchor",4000,74,"fiml",0.666931633438082,0.661092604216581,0.7930625
"anchor_moderate","anchor",4000,75,"fiml",0.666931633438082,0.659700985416727,0.7949375
"anchor_moderate","anchor",4000,76,"fiml",0.666931633438082,0.653878657687399,0.793125
"anchor_moderate","anchor",4000,77,"fiml",0.666931633438082,0.677709519269981,0.7923125
"anchor_moderate","anchor",4000,78,"fiml",0.666931633438082,0.677172369499089,0.7925
"anchor_moderate","anchor",4000,79,"fiml",0.666931633438082,0.675099004978627,0.792875
"anchor_moderate","anchor",4000,80,"fiml",0.666931633438082,0.671236172033939,0.793625
"anchor_moderate","anchor",4000,1,"gwet",0.666931633438082,0.691784962185452,0.7875625
"anchor_moderate","anchor",4000,2,"gwet",0.666931633438082,0.716128708040654,0.795875
"anchor_moderate","anchor",4000,3,"gwet",0.666931633438082,0.696175639697834,0.7961875
"anchor_moderate","anchor",4000,4,"gwet",0.666931633438082,0.718522627237579,0.79425
"anchor_moderate","anchor",4000,5,"gwet",0.666931633438082,0.712737246690752,0.791125
"anchor_moderate","anchor",4000,6,"gwet",0.666931633438082,0.706810913281705,0.792
"anchor_moderate","anchor",4000,7,"gwet",0.666931633438082,0.700885671783094,0.7893125
"anchor_moderate","anchor",4000,8,"gwet",0.666931633438082,0.690954848345503,0.7921875
"anchor_moderate","anchor",4000,9,"gwet",0.666931633438082,0.701594897235361,0.79175
"anchor_moderate","anchor",4000,10,"gwet",0.666931633438082,0.709855081364139,0.7869375
"anchor_moderate","anchor",4000,11,"gwet",0.666931633438082,0.69683798978948,0.7963125
"anchor_moderate","anchor",4000,12,"gwet",0.666931633438082,0.704996162391005,0.794125
"anchor_moderate","anchor",4000,13,"gwet",0.666931633438082,0.702808789846436,0.789125
"anchor_moderate","anchor",4000,14,"gwet",0.666931633438082,0.698801260847049,0.787875
"anchor_moderate","anchor",4000,15,"gwet",0.666931633438082,0.694166501619597,0.7928125
"anchor_moderate","anchor",4000,16,"gwet",0.666931633438082,0.71234069106519,0.785
"anchor_moderate","anchor",4000,17,"gwet",0.666931633438082,0.697194838877282,0.7979375
"anchor_moderate","anchor",4000,18,"gwet",0.666931633438082,0.71212914703013,0.791
"anchor_moderate","anchor",4000,19,"gwet",0.666931633438082,0.699451888999551,0.7936875
"anchor_moderate","anchor",4000,20,"gwet",0.666931633438082,0.704876280427887,0.7905625
"anchor_moderate","anchor",4000,21,"gwet",0.666931633438082,0.712472642895255,0.793375
"anchor_moderate","anchor",4000,22,"gwet",0.666931633438082,0.691329736059855,0.7870625
"anchor_moderate","anchor",4000,23,"gwet",0.666931633438082,0.699262985101991,0.787375
"anchor_moderate","anchor",4000,24,"gwet",0.666931633438082,0.699878655447169,0.781375
"anchor_moderate","anchor",4000,25,"gwet",0.666931633438082,0.696626830359635,0.7895
"anchor_moderate","anchor",4000,26,"gwet",0.666931633438082,0.701188190899559,0.794
"anchor_moderate","anchor",4000,27,"gwet",0.666931633438082,0.69796856824442,0.7883125
"anchor_moderate","anchor",4000,28,"gwet",0.666931633438082,0.698432174678735,0.7959375
"anchor_moderate","anchor",4000,29,"gwet",0.666931633438082,0.709438018566761,0.79775
"anchor_moderate","anchor",4000,30,"gwet",0.666931633438082,0.690128522626072,0.7890625
"anchor_moderate","anchor",4000,31,"gwet",0.666931633438082,0.699158910947379,0.7976875
"anchor_moderate","anchor",4000,32,"gwet",0.666931633438082,0.703166732468561,0.797
"anchor_moderate","anchor",4000,33,"gwet",0.666931633438082,0.704252205564694,0.78375
"anchor_moderate","anchor",4000,34,"gwet",0.666931633438082,0.706307361855852,0.799625
"anchor_moderate","anchor",4000,35,"gwet",0.666931633438082,0.691650835287823,0.7983125
"anchor_moderate","anchor",4000,36,"gwet",0.666931633438082,0.705390899233131,0.790125
"anchor_moderate","anchor",4000,37,"gwet",0.666931633438082,0.706104818218989,0.791875
"anchor_moderate","anchor",4000,38,"gwet",0.666931633438082,0.703647911003404,0.7875625
"anchor_moderate","anchor",4000,39,"gwet",0.666931633438082,0.705958462609828,0.7955625
"anchor_moderate","anchor",4000,40,"gwet",0.666931633438082,0.699505935319232,0.787125
"anchor_moderate","anchor",4000,41,"gwet",0.666931633438082,0.714537386837718,0.7898125
"anchor_moderate","anchor",4000,42,"gwet",0.666931633438082,0.69799968308485,0.7910625
"anchor_moderate","anchor",4000,43,"gwet",0.666931633438082,0.707996781413972,0.793625
"anchor_moderate","anchor",4000,44,"gwet",0.666931633438082,0.706985501213689,0.79675
"anchor_moderate","anchor",4000,45,"gwet",0.666931633438082,0.704285634126646,0.796125
"anchor_moderate","anchor",4000,46,"gwet",0.666931633438082,0.700931867372328,0.787125
"anchor_moderate","anchor",4000,47,"gwet",0.666931633438082,0.693152909549294,0.786875
"anchor_moderate","anchor",4000,48,"gwet",0.666931633438082,0.712761223448158,0.7906875
"anchor_moderate","anchor",4000,49,"gwet",0.666931633438082,0.704819311922532,0.78925
"anchor_moderate","anchor",4000,50,"gwet",0.666931633438082,0.698926664295051,0.7959375
"anchor_moderate","anchor",4000,51,"gwet",0.666931633438082,0.707345891253367,0.7914375
"anchor_moderate","anchor",4000,52,"gwet",0.666931633438082,0.699926028595638,0.79175
"anchor_moderate","anchor",4000,53,"gwet",0.666931633438082,0.706006452813785,0.786
"anchor_moderate","anchor",4000,54,"gwet",0.666931633438082,0.698238015789471,0.795875
"anchor_moderate","anchor",4000,55,"gwet",0.666931633438082,0.682249434840974,0.803375
"anchor_moderate","anchor",4000,56,"gwet",0.666931633438082,0.69693978506931,0.7979375
"anchor_moderate","anchor",4000,57,"gwet",0.666931633438082,0.704042618104571,0.7905
"anchor_moderate","anchor",4000,58,"gwet",0.666931633438082,0.703879439617796,0.7889375
"anchor_moderate","anchor",4000,59,"gwet",0.666931633438082,0.703111944373006,0.7943125
"anchor_moderate","anchor",4000,60,"gwet",0.666931633438082,0.704831910039214,0.7958125
"anchor_moderate","anchor",4000,61,"gwet",0.666931633438082,0.697143259503029,0.7923125
"anchor_moderate","anchor",4000,62,"gwet",0.666931633438082,0.693844744488525,0.7911875
"anchor_moderate","anchor",4000,63,"gwet",0.666931633438082,0.692166643713126,0.7919375
"anchor_moderate","anchor",4000,64,"gwet",0.666931633438082,0.68334324354196,0.79675
"anchor_moderate","anchor",4000,65,"gwet",0.666931633438082,0.693943342673066,0.792375
"anchor_moderate","anchor",4000,66,"gwet",0.666931633438082,0.686958760360778,0.795375
"anchor_moderate","anchor",4000,67,"gwet",0.666931633438082,0.707414286322353,0.7890625
"anchor_moderate","anchor",4000,68,"gwet",0.666931633438082,0.710113395604477,0.7961875
"anchor_moderate","anchor",4000,69,"gwet",0.666931633438082,0.698683472258171,0.7956875
"anchor_moderate","anchor",4000,70,"gwet",0.666931633438082,0.697491158839832,0.7903125
"anchor_moderate","anchor",4000,71,"gwet",0.666931633438082,0.692758449101302,0.7940625
"anchor_moderate","anchor",4000,72,"gwet",0.666931633438082,0.698407796187184,0.7905
"anchor_moderate","anchor",4000,73,"gwet",0.666931633438082,0.70295323118878,0.7925
"anchor_moderate","anchor",4000,74,"gwet",0.666931633438082,0.69590037348599,0.7930625
"anchor_moderate","anchor",4000,75,"gwet",0.666931633438082,0.692580583130465,0.7949375
