"b","kappa_id","kappa_lin","kappa_quad","se_id","se_lin","se_quad","cor_id_lin","cor_id_quad","cor_lin_quad","delta_id_quad","se_id_quad"
64,0.718880788504226,0.683514739611649,0.648851797427082,0.0139541654778022,0.0185932927929264,0.0278480642432056,0.853224632195623,0.643880176672409,0.940415325966813,0.0700289910771438,0.0216751990623954
65,0.731480422350901,0.717293934289524,0.703919773719266,0.0137401726351241,0.0174389742014627,0.0239390052342894,0.884939401432286,0.732600987568437,0.958863174348784,0.0275606486316349,0.0167309651866573
66,0.73035436403722,0.714844353878157,0.696304505349303,0.0136614434020783,0.0167259091734582,0.0229552637335925,0.873647260570851,0.678090831242666,0.94236451516137,0.0340498586879165,0.0169787466554826
67,0.718360363461856,0.684177281819139,0.651241237069738,0.0117170389849135,0.0154730283875037,0.0232135923396954,0.831529739895037,0.601861690662805,0.934285636687859,0.0671191263921174,0.0186749471937496
68,0.705663783334377,0.675108233708554,0.641089264457424,0.0122863170056388,0.0154498709316443,0.0231108402162123,0.82552984821377,0.576238842281559,0.927887742179118,0.0645745188769538,0.0189161786351187
69,0.715054428346435,0.681402451635218,0.644433802706683,0.0135136967217772,0.0156655431643116,0.022204934495395,0.836760517291821,0.56748957765601,0.917144986513862,0.0706206256397519,0.0183058752344496
70,0.709458631212062,0.684420538561347,0.660251551114844,0.0146508011799719,0.0178909831476361,0.0250154060169972,0.869442598088118,0.65932796916749,0.936917946280242,0.0492070800972182,0.0188980086119222
71,0.707428135595983,0.674611230630226,0.644514191136805,0.0145927890175256,0.0178416192298571,0.0236879985331594,0.89760308836944,0.717801954528271,0.944735639695718,0.0629139444591786,0.0166679294044264
72,0.699100970675342,0.662913898284423,0.632815450716904,0.0140059071717361,0.0167661395698765,0.0222815117831354,0.880259319616912,0.662535506780245,0.931855340829435,0.0662855199584377,0.0167066633598374
73,0.706529111776906,0.676835651683362,0.650222892630821,0.0118395315280045,0.015849541488145,0.0238277156546477,0.810561165229838,0.566438196527255,0.932781318071807,0.0563062191460851,0.0197063422341872
74,0.70007713843382,0.666136502324208,0.627689719535296,0.0141971723928634,0.0175077463848322,0.0243211350426528,0.893940955094831,0.716870625699075,0.943820780337748,0.0723874188985243,0.0172632229257548
