"index","eigenvalue","relative","gradient_projection"
103,13303644.4169876,0.0658227854133327,-0.491662835443316
104,12951513.8302633,0.0640805398059688,0.761901517903642
105,12651285.7940736,0.0625950937896918,-0.100561148786496
106,12493628.3009771,0.0618150477352707,0.636059665072763
107,12430507.7494341,0.0615027445505821,-0.181576529972559
108,12363853.5421438,0.0611729578059994,0.683177670258655
109,11864770.0725873,0.0587036296211592,-0.705980021559435
110,11616759.6520626,0.0574765420518596,0.631806924476785
111,11559669.1622231,0.0571940739593536,-1.0428568024551
112,11356343.550468,0.0561880745736139,0.0971538342372047
113,11041714.8757798,0.0546313781459465,-1.07576101206968
114,10767832.5613891,0.0532762835385148,0.105144400523555
115,10734410.1244747,0.0531109184833426,-0.117780919353207
116,10540845.7315255,0.0521532149322397,0.324161510837024
117,10175577.8118967,0.0503459694032327,-0.355950784908341
118,9965702.68220099,0.0493075647982572,0.288015253512704
119,9830051.27807319,0.0486363988391371,-0.202640198289098
120,9122098.46456173,0.0451336424014329,0.413875195929019
121,9097540.8253817,0.0450121379351875,-0.698688500952696
122,8954682.2266254,0.0443053127528804,0.244043008464711
123,8637870.59119298,0.042737815633904,-0.814608394134412
124,8403951.18134955,0.0415804465224388,0.383158004081595
125,8208450.50825974,0.0406131627880268,-0.42979098469363
126,8128329.01313171,0.0402167435952473,0.0151421013511414
127,8018003.02527792,0.0396708808529494,-0.288914865545255
128,7783158.63384174,0.0385089351861447,0.570151080714877
129,7627557.4823625,0.0377390633463046,-0.297162034207883
130,7487897.5031702,0.0370480640567064,0.281890306636702
131,7363355.65951986,0.0364318651571696,-0.214008311924983
132,7063769.23698107,0.0349495936693404,0.362823414555966
133,6950146.34972734,0.0343874187726485,-0.0758377580186052
134,6883672.86775942,0.0340585262074155,0.295711764381691
135,6817074.09583953,0.033729013741848,0.100723919364317
136,6812465.94434455,0.0337062138715644,0.117102269245282
137,6713517.8026857,0.03321664559303,-0.347345845197131
138,6619880.03633415,0.0327533515956896,0.438937569828341
139,6574510.89384949,0.0325288775165161,-0.324413571952847
140,6446349.95496271,0.0318947723259156,0.124774682951923
141,6130620.51560796,0.03033262961645,0.2210653948691
142,6046297.37319881,0.0299154218247949,0.288859196671145
143,5986981.95287473,0.0296219453862103,0.0334727488602552
144,5919415.22543867,0.0292876437421115,0.086715228978824
145,5688494.40930893,0.0281451108502845,-0.349474313666625
146,5573453.38569527,0.0275759194036623,-0.0182149664390839
147,5467540.83133991,0.0270518931203825,-0.320680981544677
148,5317367.9457375,0.0263088788519549,-0.0911099825483413
149,5295185.73598768,0.0261991273593119,-0.0565505140930791
150,5258520.89295943,0.0260177197675861,0.00445755964595751
151,5219475.01628638,0.0258245314741405,0.0679282469070792
152,4938088.68235227,0.024432309035217,0.385508392581049
153,4795844.31574493,0.0237285229051927,-0.104165659066787
154,4711334.08967371,0.0233103894748663,-0.0754802563210326
155,4667115.12828368,0.0230916061764297,0.112200176319958
156,4557955.97634538,0.0225515166183563,0.185894902735601
157,4523903.78783598,0.0223830357249369,-0.291471730163775
158,4452027.37449991,0.0220274109364948,0.109243146469547
159,4382483.12650626,0.0216833250628095,-0.185030655984747
160,4265615.54770395,0.0211050963218596,0.0614902196795375
161,4168007.44108157,0.0206221581693182,-0.0865257831323694
162,4133806.01923789,0.0204529389102727,0.0637106492115354
163,4097510.75346284,0.0202733598854771,0.0124493264512781
164,4092159.67116929,0.0202468841972748,0.0512733003660727
165,4063557.31502454,0.0201053675803374,-0.230907142926299
166,3993599.32223343,0.0197592346108214,0.0125542502089556
167,3935245.28950554,0.0194705148545006,0.0430478676136481
168,3927019.95474288,0.0194298181530506,-0.0601941805166072
169,3830646.8368122,0.0189529903859867,-0.0234630886414543
170,3790137.80107649,0.0187525627826204,0.0167790063399801
171,3707683.23882516,0.0183446002133196,-0.0449740767126444
172,3655956.19947462,0.0180886690034558,-0.0448114197352047
173,3588705.75119185,0.0177559322219003,-0.264399287534514
174,3498215.69799908,0.0173082122463316,0.213970636303857
175,3446381.6049799,0.0170517513642638,0.111544802688495
176,3363784.67770371,0.016643084411849,0.0346773404764944
177,3319724.24196846,0.0164250854548928,0.0158970736993855
178,3290313.93022022,0.0162795712951283,0.0059925190854872
179,3256038.34586052,0.016109985100285,-0.0546566306301662
