"profile","profile_label","C","R","patterns","mechanism","n","rep","seed","method","truth","estimate","bias","se","vcov","elapsed_ms","observed_fraction","min_pair_count","observed_categories","psi_vcov_max_abs_error","error"
"tiny3x4","C = 3, R = 4",3,4,81,"complete",250,6,1161606,"available",0.825352712419042,0.795118009423962,-0.0302347029950792,0.0212474138129839,0.000451452593740177,0,1,250,3,5.42101086242752e-20,""
"tiny3x4","C = 3, R = 4",3,4,81,"complete",250,6,1161606,"fiml",0.825352712419042,0.795118009423962,-0.0302347029950792,0.0212474138129839,0.000451452593740178,1,1,250,3,1.0842021724855e-19,""
"tiny3x4","C = 3, R = 4",3,4,81,"complete",250,7,1161607,"available",0.825352712419042,0.840510889143605,0.0151581767245635,0.0166477560664509,0.000277147782048052,0,1,250,3,1.40946282423116e-18,""
"tiny3x4","C = 3, R = 4",3,4,81,"complete",250,7,1161607,"fiml",0.825352712419042,0.840510889143605,0.0151581767245635,0.0166477560664508,0.000277147782048051,0,1,250,3,5.42101086242752e-19,""
"tiny3x4","C = 3, R = 4",3,4,81,"complete",250,8,1161608,"available",0.825352712419042,0.810456603233843,-0.0148961091851986,0.019339494141893,0.000374016033664315,0,1,250,3,5.42101086242752e-19,""
"tiny3x4","C = 3, R = 4",3,4,81,"complete",250,8,1161608,"fiml",0.825352712419042,0.810456603233844,-0.0148961091851981,0.019339494141893,0.000374016033664315,0,1,250,3,1.0842021724855e-19,""
"tiny3x4","C = 3, R = 4",3,4,81,"complete",250,9,1161609,"available",0.825352712419042,0.835653328752176,0.0103006163331343,0.0174621297288116,0.000304925974665847,0,1,250,3,9.21571846612679e-19,""
"tiny3x4","C = 3, R = 4",3,4,81,"complete",250,9,1161609,"fiml",0.825352712419042,0.835653328752175,0.0103006163331337,0.0174621297288116,0.000304925974665847,1,1,250,3,3.79470760369927e-19,""
"tiny3x4","C = 3, R = 4",3,4,81,"complete",250,10,1161610,"available",0.825352712419042,0.822814362730139,-0.00253834968890265,0.0177328542275416,0.000314454119055242,0,1,250,3,3.79470760369927e-19,""
"tiny3x4","C = 3, R = 4",3,4,81,"complete",250,10,1161610,"fiml",0.825352712419042,0.822814362730139,-0.00253834968890299,0.0177328542275417,0.000314454119055243,0,1,250,3,7.04731412115578e-19,""
"tiny3x4","C = 3, R = 4",3,4,81,"complete",250,11,1161611,"available",0.825352712419042,0.825407416631228,5.47042121864516e-05,0.0182102969173841,0.000331614913819287,0,1,250,3,2.71050543121376e-19,""
"tiny3x4","C = 3, R = 4",3,4,81,"complete",250,11,1161611,"fiml",0.825352712419042,0.825407416631228,5.47042121860075e-05,0.0182102969173841,0.000331614913819289,0,1,250,3,8.13151629364128e-19,""
